TARGETID,file_idx,parquet_file,row_in_file,abs_index
1493p020-2505,285,train-00285-of-00396.parquet,6,73251
1493p020-3414,285,train-00285-of-00396.parquet,15,73260
1493p020-3568,285,train-00285-of-00396.parquet,19,73264
1493p020-3623,285,train-00285-of-00396.parquet,22,73267
1493p020-4841,285,train-00285-of-00396.parquet,34,73279
1493p020-5206,285,train-00285-of-00396.parquet,38,73283
1493p020-5315,285,train-00285-of-00396.parquet,39,73284
1493p020-5390,285,train-00285-of-00396.parquet,41,73286
1493p020-5641,285,train-00285-of-00396.parquet,46,73291
1493p020-5643,285,train-00285-of-00396.parquet,47,73292
1493p020-6369,285,train-00285-of-00396.parquet,58,73303
1493p020-8079,285,train-00285-of-00396.parquet,74,73319
1493p020-10643,285,train-00285-of-00396.parquet,93,73338
1493p020-10972,285,train-00285-of-00396.parquet,95,73340
1493p020-13314,285,train-00285-of-00396.parquet,115,73360
1493p020-13412,285,train-00285-of-00396.parquet,116,73361
1493p020-14572,285,train-00285-of-00396.parquet,131,73376
1493p020-14848,285,train-00285-of-00396.parquet,135,73380
1493p020-15120,285,train-00285-of-00396.parquet,141,73386
1493p020-16547,285,train-00285-of-00396.parquet,149,73394
1493p020-16677,285,train-00285-of-00396.parquet,151,73396
1493p020-17621,285,train-00285-of-00396.parquet,159,73404
1493p020-19447,285,train-00285-of-00396.parquet,168,73413
1493p022-838,285,train-00285-of-00396.parquet,171,73416
1493p022-2128,285,train-00285-of-00396.parquet,177,73422
1493p022-6365,285,train-00285-of-00396.parquet,197,73442
1493p022-6369,285,train-00285-of-00396.parquet,198,73443
1496p007-507,285,train-00285-of-00396.parquet,203,73448
1496p007-519,285,train-00285-of-00396.parquet,204,73449
1496p007-1304,285,train-00285-of-00396.parquet,211,73456
1496p007-1330,285,train-00285-of-00396.parquet,212,73457
1496p007-1507,285,train-00285-of-00396.parquet,214,73459
1496p007-2122,285,train-00285-of-00396.parquet,228,73473
1496p007-2492,285,train-00285-of-00396.parquet,232,73477
1496p007-2718,285,train-00285-of-00396.parquet,235,73480
1496p007-2878,285,train-00285-of-00396.parquet,238,73483
1496p007-3249,285,train-00285-of-00396.parquet,240,73485
1496p007-3899,285,train-00285-of-00396.parquet,249,73494
1496p007-4234,285,train-00285-of-00396.parquet,253,73498
1496p007-4843,286,train-00286-of-00396.parquet,7,73509
1496p007-5051,286,train-00286-of-00396.parquet,11,73513
1496p007-5055,286,train-00286-of-00396.parquet,12,73514
1496p007-5370,286,train-00286-of-00396.parquet,20,73522
1496p007-6508,286,train-00286-of-00396.parquet,46,73548
1496p007-6827,286,train-00286-of-00396.parquet,51,73553
1496p007-6944,286,train-00286-of-00396.parquet,54,73556
1496p007-7037,286,train-00286-of-00396.parquet,57,73559
1496p007-7679,286,train-00286-of-00396.parquet,71,73573
1496p007-10373,286,train-00286-of-00396.parquet,106,73608
1496p007-10900,286,train-00286-of-00396.parquet,116,73618
1496p007-11607,286,train-00286-of-00396.parquet,125,73627
1496p010-766,286,train-00286-of-00396.parquet,140,73642
1496p010-774,286,train-00286-of-00396.parquet,141,73643
1496p010-1076,286,train-00286-of-00396.parquet,145,73647
1496p010-1396,286,train-00286-of-00396.parquet,153,73655
1496p010-1598,286,train-00286-of-00396.parquet,159,73661
1496p010-1794,286,train-00286-of-00396.parquet,161,73663
1496p010-2114,286,train-00286-of-00396.parquet,165,73667
1496p010-2385,286,train-00286-of-00396.parquet,171,73673
1496p010-2658,286,train-00286-of-00396.parquet,174,73676
1496p010-3262,286,train-00286-of-00396.parquet,181,73683
1496p010-3760,286,train-00286-of-00396.parquet,188,73690
1496p010-4378,286,train-00286-of-00396.parquet,197,73699
1496p010-4692,286,train-00286-of-00396.parquet,201,73703
1496p010-4771,286,train-00286-of-00396.parquet,202,73704
1496p010-4790,286,train-00286-of-00396.parquet,203,73705
1496p010-5256,286,train-00286-of-00396.parquet,206,73708
1496p010-5258,286,train-00286-of-00396.parquet,207,73709
1496p010-5589,286,train-00286-of-00396.parquet,218,73720
1496p010-5596,286,train-00286-of-00396.parquet,219,73721
1496p010-5647,286,train-00286-of-00396.parquet,220,73722
1496p010-7086,286,train-00286-of-00396.parquet,243,73745
1496p010-7127,286,train-00286-of-00396.parquet,246,73748
1496p010-7140,286,train-00286-of-00396.parquet,247,73749
1496p010-7225,286,train-00286-of-00396.parquet,249,73751
1496p010-7233,286,train-00286-of-00396.parquet,251,73753
1496p010-7331,286,train-00286-of-00396.parquet,255,73757
1496p010-7762,287,train-00287-of-00396.parquet,9,73768
1496p010-7846,287,train-00287-of-00396.parquet,11,73770
1496p010-7989,287,train-00287-of-00396.parquet,16,73775
1496p010-8024,287,train-00287-of-00396.parquet,18,73777
1496p010-8224,287,train-00287-of-00396.parquet,21,73780
1496p010-8384,287,train-00287-of-00396.parquet,26,73785
1496p010-8924,287,train-00287-of-00396.parquet,31,73790
1496p010-8935,287,train-00287-of-00396.parquet,32,73791
1496p010-9231,287,train-00287-of-00396.parquet,37,73796
1496p010-9331,287,train-00287-of-00396.parquet,42,73801
1496p010-9497,287,train-00287-of-00396.parquet,48,73807
1496p010-9742,287,train-00287-of-00396.parquet,52,73811
1496p010-9863,287,train-00287-of-00396.parquet,55,73814
1496p010-9867,287,train-00287-of-00396.parquet,56,73815
1496p010-9972,287,train-00287-of-00396.parquet,60,73819
1496p010-10550,287,train-00287-of-00396.parquet,78,73837
1496p010-10699,287,train-00287-of-00396.parquet,83,73842
1496p010-10713,287,train-00287-of-00396.parquet,84,73843
1496p010-10868,287,train-00287-of-00396.parquet,89,73848
1496p010-10871,287,train-00287-of-00396.parquet,90,73849
1496p010-11071,287,train-00287-of-00396.parquet,95,73854
1496p010-11193,287,train-00287-of-00396.parquet,100,73859
1496p010-11283,287,train-00287-of-00396.parquet,103,73862
1496p010-11501,287,train-00287-of-00396.parquet,111,73870
1496p010-11660,287,train-00287-of-00396.parquet,115,73874
1496p010-11729,287,train-00287-of-00396.parquet,116,73875
1496p010-11767,287,train-00287-of-00396.parquet,117,73876
1496p010-12010,287,train-00287-of-00396.parquet,125,73884
1496p010-12057,287,train-00287-of-00396.parquet,126,73885
1496p010-12412,287,train-00287-of-00396.parquet,131,73890
1496p012-131,287,train-00287-of-00396.parquet,133,73892
1496p012-143,287,train-00287-of-00396.parquet,134,73893
1496p012-213,287,train-00287-of-00396.parquet,135,73894
1496p012-1455,287,train-00287-of-00396.parquet,162,73921
1496p012-1597,287,train-00287-of-00396.parquet,168,73927
1496p012-1703,287,train-00287-of-00396.parquet,173,73932
1496p012-2742,287,train-00287-of-00396.parquet,198,73957
1496p012-3218,287,train-00287-of-00396.parquet,212,73971
1496p012-3287,287,train-00287-of-00396.parquet,216,73975
1496p012-3847,287,train-00287-of-00396.parquet,224,73983
1496p012-4199,287,train-00287-of-00396.parquet,232,73991
1496p012-4920,287,train-00287-of-00396.parquet,247,74006
1496p012-5277,287,train-00287-of-00396.parquet,255,74014
1496p012-5435,288,train-00288-of-00396.parquet,5,74021
1496p012-5884,288,train-00288-of-00396.parquet,11,74027
1496p012-6080,288,train-00288-of-00396.parquet,16,74032
1496p012-6190,288,train-00288-of-00396.parquet,20,74036
1496p012-6230,288,train-00288-of-00396.parquet,24,74040
1496p012-6387,288,train-00288-of-00396.parquet,29,74045
1496p012-6611,288,train-00288-of-00396.parquet,32,74048
1496p012-6743,288,train-00288-of-00396.parquet,37,74053
1496p012-6984,288,train-00288-of-00396.parquet,46,74062
1496p012-7492,288,train-00288-of-00396.parquet,63,74079
1496p012-7871,288,train-00288-of-00396.parquet,69,74085
1496p012-8951,288,train-00288-of-00396.parquet,85,74101
1496p012-9143,288,train-00288-of-00396.parquet,89,74105
1496p012-9634,288,train-00288-of-00396.parquet,98,74114
1496p012-10451,288,train-00288-of-00396.parquet,106,74122
1496p012-11130,288,train-00288-of-00396.parquet,124,74140
1496p012-11177,288,train-00288-of-00396.parquet,126,74142
1496p012-11319,288,train-00288-of-00396.parquet,128,74144
1496p012-11521,288,train-00288-of-00396.parquet,131,74147
1496p012-13551,288,train-00288-of-00396.parquet,158,74174
1496p015-225,288,train-00288-of-00396.parquet,163,74179
1496p015-485,288,train-00288-of-00396.parquet,168,74184
1496p015-1309,288,train-00288-of-00396.parquet,181,74197
1496p015-1580,288,train-00288-of-00396.parquet,184,74200
1496p015-1747,288,train-00288-of-00396.parquet,188,74204
1496p015-1818,288,train-00288-of-00396.parquet,189,74205
1496p015-2061,288,train-00288-of-00396.parquet,192,74208
1496p015-6586,288,train-00288-of-00396.parquet,252,74268
1496p015-7372,289,train-00289-of-00396.parquet,12,74285
1496p015-7424,289,train-00289-of-00396.parquet,13,74286
1496p015-7642,289,train-00289-of-00396.parquet,18,74291
1496p015-7803,289,train-00289-of-00396.parquet,23,74296
1496p015-7870,289,train-00289-of-00396.parquet,27,74300
1496p015-8362,289,train-00289-of-00396.parquet,36,74309
1496p015-9799,289,train-00289-of-00396.parquet,53,74326
1496p015-9822,289,train-00289-of-00396.parquet,54,74327
1496p015-10114,289,train-00289-of-00396.parquet,57,74330
1496p015-10835,289,train-00289-of-00396.parquet,63,74336
1496p015-10975,289,train-00289-of-00396.parquet,64,74337
1496p015-13369,289,train-00289-of-00396.parquet,96,74369
1496p015-14721,289,train-00289-of-00396.parquet,109,74382
1496p015-14736,289,train-00289-of-00396.parquet,110,74383
1496p015-15140,289,train-00289-of-00396.parquet,119,74392
1496p015-15300,289,train-00289-of-00396.parquet,122,74395
1496p015-16017,289,train-00289-of-00396.parquet,136,74409
1496p015-16183,289,train-00289-of-00396.parquet,138,74411
1496p015-17260,289,train-00289-of-00396.parquet,145,74418
1496p015-17312,289,train-00289-of-00396.parquet,146,74419
1496p015-17770,289,train-00289-of-00396.parquet,151,74424
1496p015-17844,289,train-00289-of-00396.parquet,153,74426
1496p015-17856,289,train-00289-of-00396.parquet,154,74427
1496p017-1153,289,train-00289-of-00396.parquet,170,74443
1496p017-1829,289,train-00289-of-00396.parquet,176,74449
1496p017-2576,289,train-00289-of-00396.parquet,185,74458
1496p017-2938,289,train-00289-of-00396.parquet,189,74462
1496p017-3254,289,train-00289-of-00396.parquet,190,74463
1496p017-3823,289,train-00289-of-00396.parquet,193,74466
1496p017-4471,289,train-00289-of-00396.parquet,196,74469
1496p017-5196,289,train-00289-of-00396.parquet,206,74479
1496p017-5690,289,train-00289-of-00396.parquet,215,74488
1496p017-7346,289,train-00289-of-00396.parquet,227,74500
1496p017-8217,289,train-00289-of-00396.parquet,234,74507
1496p017-8682,289,train-00289-of-00396.parquet,244,74517
1496p017-9693,289,train-00289-of-00396.parquet,249,74522
1496p017-10804,290,train-00290-of-00396.parquet,5,74535
1496p017-12788,290,train-00290-of-00396.parquet,31,74561
1496p017-14636,290,train-00290-of-00396.parquet,46,74576
1496p017-14954,290,train-00290-of-00396.parquet,47,74577
1496p017-15143,290,train-00290-of-00396.parquet,50,74580
1496p017-15758,290,train-00290-of-00396.parquet,53,74583
1496p017-16699,290,train-00290-of-00396.parquet,68,74598
1496p017-17518,290,train-00290-of-00396.parquet,75,74605
1496p017-18408,290,train-00290-of-00396.parquet,85,74615
1496p020-1658,290,train-00290-of-00396.parquet,90,74620
1496p020-2589,290,train-00290-of-00396.parquet,97,74627
1496p020-2664,290,train-00290-of-00396.parquet,98,74628
1496p020-3205,290,train-00290-of-00396.parquet,102,74632
1496p020-5526,290,train-00290-of-00396.parquet,108,74638
1496p020-8914,290,train-00290-of-00396.parquet,119,74649
1498p007-826,290,train-00290-of-00396.parquet,132,74662
1498p007-1224,290,train-00290-of-00396.parquet,137,74667
1498p007-3782,290,train-00290-of-00396.parquet,152,74682
1498p007-4472,290,train-00290-of-00396.parquet,168,74698
1498p007-5283,290,train-00290-of-00396.parquet,175,74705
1498p007-5710,290,train-00290-of-00396.parquet,176,74706
1498p007-7112,290,train-00290-of-00396.parquet,195,74725
1498p007-7793,290,train-00290-of-00396.parquet,204,74734
1498p007-9220,290,train-00290-of-00396.parquet,225,74755
1498p007-9512,290,train-00290-of-00396.parquet,229,74759
1498p007-9700,290,train-00290-of-00396.parquet,234,74764
1498p007-9926,290,train-00290-of-00396.parquet,235,74765
1498p007-10039,290,train-00290-of-00396.parquet,237,74767
1498p007-10220,290,train-00290-of-00396.parquet,240,74770
1498p007-10454,290,train-00290-of-00396.parquet,241,74771
1498p007-10972,290,train-00290-of-00396.parquet,249,74779
1498p007-11038,290,train-00290-of-00396.parquet,251,74781
1498p007-11081,290,train-00290-of-00396.parquet,252,74782
1498p007-11135,290,train-00290-of-00396.parquet,253,74783
1498p007-11550,291,train-00291-of-00396.parquet,1,74788
1498p010-222,291,train-00291-of-00396.parquet,4,74791
1498p010-1037,291,train-00291-of-00396.parquet,18,74805
1498p010-1067,291,train-00291-of-00396.parquet,21,74808
1498p010-1375,291,train-00291-of-00396.parquet,28,74815
1498p010-1454,291,train-00291-of-00396.parquet,30,74817
1498p010-1787,291,train-00291-of-00396.parquet,33,74820
1498p010-2913,291,train-00291-of-00396.parquet,53,74840
1498p010-3366,291,train-00291-of-00396.parquet,66,74853
1498p010-3523,291,train-00291-of-00396.parquet,71,74858
1498p010-3584,291,train-00291-of-00396.parquet,74,74861
1498p010-3668,291,train-00291-of-00396.parquet,78,74865
1498p010-3730,291,train-00291-of-00396.parquet,79,74866
1498p010-4395,291,train-00291-of-00396.parquet,98,74885
1498p010-4560,291,train-00291-of-00396.parquet,101,74888
1498p010-4861,291,train-00291-of-00396.parquet,114,74901
1498p010-5045,291,train-00291-of-00396.parquet,119,74906
1498p010-5087,291,train-00291-of-00396.parquet,120,74907
1498p010-5449,291,train-00291-of-00396.parquet,126,74913
1498p010-5655,291,train-00291-of-00396.parquet,131,74918
1498p010-5731,291,train-00291-of-00396.parquet,136,74923
1498p010-5750,291,train-00291-of-00396.parquet,138,74925
1498p010-6079,291,train-00291-of-00396.parquet,147,74934
1498p010-6146,291,train-00291-of-00396.parquet,149,74936
1498p010-6233,291,train-00291-of-00396.parquet,151,74938
1498p010-6993,291,train-00291-of-00396.parquet,162,74949
1498p010-7130,291,train-00291-of-00396.parquet,165,74952
1498p010-7346,291,train-00291-of-00396.parquet,169,74956
1498p010-7843,291,train-00291-of-00396.parquet,178,74965
1498p010-8088,291,train-00291-of-00396.parquet,182,74969
1498p010-8149,291,train-00291-of-00396.parquet,187,74974
1498p010-8208,291,train-00291-of-00396.parquet,188,74975
1498p010-8371,291,train-00291-of-00396.parquet,191,74978
1498p010-8639,291,train-00291-of-00396.parquet,200,74987
1498p010-8756,291,train-00291-of-00396.parquet,204,74991
1498p010-8817,291,train-00291-of-00396.parquet,205,74992
1498p010-9308,291,train-00291-of-00396.parquet,211,74998
1498p010-9435,291,train-00291-of-00396.parquet,214,75001
1498p010-9714,291,train-00291-of-00396.parquet,218,75005
1498p010-9825,291,train-00291-of-00396.parquet,223,75010
1498p010-10085,291,train-00291-of-00396.parquet,232,75019
1498p010-10259,291,train-00291-of-00396.parquet,236,75023
1498p010-10423,291,train-00291-of-00396.parquet,238,75025
1498p010-10497,291,train-00291-of-00396.parquet,240,75027
1498p010-10686,291,train-00291-of-00396.parquet,243,75030
1498p010-11330,291,train-00291-of-00396.parquet,255,75042
1498p010-11380,291,train-00291-of-00396.parquet,256,75043
1498p010-11561,292,train-00292-of-00396.parquet,1,75045
1498p010-11664,292,train-00292-of-00396.parquet,3,75047
1498p010-11679,292,train-00292-of-00396.parquet,4,75048
1498p010-11947,292,train-00292-of-00396.parquet,10,75054
1498p010-12487,292,train-00292-of-00396.parquet,23,75067
1498p010-12495,292,train-00292-of-00396.parquet,24,75068
1498p012-449,292,train-00292-of-00396.parquet,27,75071
1498p012-506,292,train-00292-of-00396.parquet,28,75072
1498p012-606,292,train-00292-of-00396.parquet,29,75073
1498p012-708,292,train-00292-of-00396.parquet,30,75074
1498p012-712,292,train-00292-of-00396.parquet,31,75075
1498p012-1338,292,train-00292-of-00396.parquet,43,75087
1498p012-1644,292,train-00292-of-00396.parquet,46,75090
1498p012-2273,292,train-00292-of-00396.parquet,53,75097
1498p012-2573,292,train-00292-of-00396.parquet,58,75102
1498p012-2702,292,train-00292-of-00396.parquet,63,75107
1498p012-2992,292,train-00292-of-00396.parquet,64,75108
1498p012-3108,292,train-00292-of-00396.parquet,67,75111
1498p012-3523,292,train-00292-of-00396.parquet,75,75119
1498p012-3764,292,train-00292-of-00396.parquet,79,75123
1498p012-3868,292,train-00292-of-00396.parquet,82,75126
1498p012-4290,292,train-00292-of-00396.parquet,98,75142
1498p012-4353,292,train-00292-of-00396.parquet,99,75143
1498p012-4526,292,train-00292-of-00396.parquet,107,75151
1498p012-4563,292,train-00292-of-00396.parquet,111,75155
1498p012-4566,292,train-00292-of-00396.parquet,112,75156
1498p012-4616,292,train-00292-of-00396.parquet,114,75158
1498p012-4967,292,train-00292-of-00396.parquet,120,75164
1498p012-5206,292,train-00292-of-00396.parquet,129,75173
1498p012-5471,292,train-00292-of-00396.parquet,138,75182
1498p012-5629,292,train-00292-of-00396.parquet,141,75185
1498p012-5706,292,train-00292-of-00396.parquet,144,75188
1498p012-5870,292,train-00292-of-00396.parquet,146,75190
1498p012-6444,292,train-00292-of-00396.parquet,158,75202
1498p012-6706,292,train-00292-of-00396.parquet,161,75205
1498p012-6753,292,train-00292-of-00396.parquet,163,75207
1498p012-6984,292,train-00292-of-00396.parquet,168,75212
1498p012-7624,292,train-00292-of-00396.parquet,182,75226
1498p012-7672,292,train-00292-of-00396.parquet,183,75227
1498p012-7713,292,train-00292-of-00396.parquet,186,75230
1498p012-8799,292,train-00292-of-00396.parquet,210,75254
1498p012-9363,292,train-00292-of-00396.parquet,219,75263
1498p012-10105,292,train-00292-of-00396.parquet,225,75269
1498p012-10234,292,train-00292-of-00396.parquet,227,75271
1498p012-11281,292,train-00292-of-00396.parquet,239,75283
1498p012-11310,292,train-00292-of-00396.parquet,240,75284
1498p012-11332,292,train-00292-of-00396.parquet,242,75286
1498p012-11537,292,train-00292-of-00396.parquet,250,75294
1498p012-11645,292,train-00292-of-00396.parquet,254,75298
1498p012-11840,293,train-00293-of-00396.parquet,3,75304
1498p012-12226,293,train-00293-of-00396.parquet,13,75314
1498p012-12953,293,train-00293-of-00396.parquet,28,75329
1498p012-13054,293,train-00293-of-00396.parquet,30,75331
1498p012-13282,293,train-00293-of-00396.parquet,33,75334
1498p012-13387,293,train-00293-of-00396.parquet,35,75336
1498p012-13756,293,train-00293-of-00396.parquet,46,75347
1498p012-13891,293,train-00293-of-00396.parquet,49,75350
1498p012-13928,293,train-00293-of-00396.parquet,50,75351
1498p012-14137,293,train-00293-of-00396.parquet,55,75356
1498p012-15830,293,train-00293-of-00396.parquet,79,75380
1498p012-16366,293,train-00293-of-00396.parquet,90,75391
1498p012-16515,293,train-00293-of-00396.parquet,97,75398
1498p012-16741,293,train-00293-of-00396.parquet,108,75409
1498p015-970,293,train-00293-of-00396.parquet,117,75418
1498p015-1304,293,train-00293-of-00396.parquet,121,75422
1498p015-2328,293,train-00293-of-00396.parquet,132,75433
1498p015-2617,293,train-00293-of-00396.parquet,136,75437
1498p015-3034,293,train-00293-of-00396.parquet,140,75441
1498p015-3509,293,train-00293-of-00396.parquet,146,75447
1498p015-4949,293,train-00293-of-00396.parquet,158,75459
1498p015-5215,293,train-00293-of-00396.parquet,164,75465
1498p015-6060,293,train-00293-of-00396.parquet,177,75478
1498p015-6267,293,train-00293-of-00396.parquet,179,75480
1498p015-6330,293,train-00293-of-00396.parquet,181,75482
1498p015-6439,293,train-00293-of-00396.parquet,186,75487
1498p015-11101,293,train-00293-of-00396.parquet,249,75550
1498p015-11127,293,train-00293-of-00396.parquet,251,75552
1498p015-11467,293,train-00293-of-00396.parquet,254,75555
1498p015-12162,294,train-00294-of-00396.parquet,7,75565
1498p015-12305,294,train-00294-of-00396.parquet,10,75568
1498p015-12635,294,train-00294-of-00396.parquet,16,75574
1498p015-12927,294,train-00294-of-00396.parquet,21,75579
1498p015-12989,294,train-00294-of-00396.parquet,23,75581
1498p015-14001,294,train-00294-of-00396.parquet,38,75596
1498p015-14163,294,train-00294-of-00396.parquet,39,75597
1498p015-14326,294,train-00294-of-00396.parquet,42,75600
1498p015-14445,294,train-00294-of-00396.parquet,43,75601
1498p015-15185,294,train-00294-of-00396.parquet,52,75610
1498p015-15222,294,train-00294-of-00396.parquet,53,75611
1498p015-15614,294,train-00294-of-00396.parquet,60,75618
1498p015-16648,294,train-00294-of-00396.parquet,74,75632
1498p015-18685,294,train-00294-of-00396.parquet,98,75656
1498p017-365,294,train-00294-of-00396.parquet,109,75667
1498p017-2062,294,train-00294-of-00396.parquet,124,75682
1498p017-2163,294,train-00294-of-00396.parquet,125,75683
1498p017-3665,294,train-00294-of-00396.parquet,139,75697
1498p017-3760,294,train-00294-of-00396.parquet,141,75699
1498p017-4043,294,train-00294-of-00396.parquet,143,75701
1491p022-10935,294,train-00294-of-00396.parquet,182,75740
1491p022-11626,294,train-00294-of-00396.parquet,186,75744
1491p022-13386,294,train-00294-of-00396.parquet,196,75754
1491p022-14687,294,train-00294-of-00396.parquet,203,75761
1491p022-16026,294,train-00294-of-00396.parquet,207,75765
1491p022-18510,294,train-00294-of-00396.parquet,222,75780
1491p022-19151,294,train-00294-of-00396.parquet,226,75784
1491p022-19687,294,train-00294-of-00396.parquet,230,75788
1491p025-6446,294,train-00294-of-00396.parquet,242,75800
1491p025-11376,294,train-00294-of-00396.parquet,255,75813
1491p025-11474,294,train-00294-of-00396.parquet,256,75814
1491p025-12133,295,train-00295-of-00396.parquet,3,75818
1491p025-12147,295,train-00295-of-00396.parquet,4,75819
1491p025-12751,295,train-00295-of-00396.parquet,11,75826
1491p025-15346,295,train-00295-of-00396.parquet,28,75843
1491p025-16334,295,train-00295-of-00396.parquet,33,75848
1491p025-16371,295,train-00295-of-00396.parquet,34,75849
1493p020-15648,295,train-00295-of-00396.parquet,41,75856
1493p020-17802,295,train-00295-of-00396.parquet,52,75867
1493p020-17881,295,train-00295-of-00396.parquet,56,75871
1493p020-18690,295,train-00295-of-00396.parquet,62,75877
1493p022-1926,295,train-00295-of-00396.parquet,76,75891
1493p022-2356,295,train-00295-of-00396.parquet,81,75896
1493p022-4865,295,train-00295-of-00396.parquet,92,75907
1493p022-7421,295,train-00295-of-00396.parquet,115,75930
1493p022-7811,295,train-00295-of-00396.parquet,120,75935
1493p022-10525,295,train-00295-of-00396.parquet,141,75956
1493p022-10684,295,train-00295-of-00396.parquet,143,75958
1493p022-11337,295,train-00295-of-00396.parquet,146,75961
1493p022-11631,295,train-00295-of-00396.parquet,151,75966
1493p022-13114,295,train-00295-of-00396.parquet,166,75981
1493p022-13809,295,train-00295-of-00396.parquet,168,75983
1493p022-15492,295,train-00295-of-00396.parquet,189,76004
1493p022-15939,295,train-00295-of-00396.parquet,196,76011
1493p022-16020,295,train-00295-of-00396.parquet,198,76013
1493p022-16697,295,train-00295-of-00396.parquet,210,76025
1493p022-17077,295,train-00295-of-00396.parquet,218,76033
1493p022-17255,295,train-00295-of-00396.parquet,222,76037
1493p022-17330,295,train-00295-of-00396.parquet,224,76039
1493p022-17584,295,train-00295-of-00396.parquet,226,76041
1493p022-18279,295,train-00295-of-00396.parquet,233,76048
1493p022-18837,295,train-00295-of-00396.parquet,239,76054
1493p025-3423,296,train-00296-of-00396.parquet,8,76080
1493p025-4067,296,train-00296-of-00396.parquet,13,76085
1493p025-4516,296,train-00296-of-00396.parquet,20,76092
1493p025-5037,296,train-00296-of-00396.parquet,23,76095
1493p025-5624,296,train-00296-of-00396.parquet,28,76100
1493p025-5709,296,train-00296-of-00396.parquet,29,76101
1493p025-6378,296,train-00296-of-00396.parquet,38,76110
1493p025-6424,296,train-00296-of-00396.parquet,40,76112
1493p025-6653,296,train-00296-of-00396.parquet,50,76122
1493p025-7513,296,train-00296-of-00396.parquet,63,76135
1493p025-7925,296,train-00296-of-00396.parquet,69,76141
1493p025-9499,296,train-00296-of-00396.parquet,93,76165
1493p025-9670,296,train-00296-of-00396.parquet,99,76171
1493p025-9698,296,train-00296-of-00396.parquet,100,76172
1493p025-9740,296,train-00296-of-00396.parquet,102,76174
1493p025-11463,296,train-00296-of-00396.parquet,126,76198
1493p025-13186,296,train-00296-of-00396.parquet,164,76236
1493p025-13300,296,train-00296-of-00396.parquet,168,76240
1493p025-13303,296,train-00296-of-00396.parquet,169,76241
1493p025-13420,296,train-00296-of-00396.parquet,174,76246
1493p025-13799,296,train-00296-of-00396.parquet,184,76256
1493p025-13832,296,train-00296-of-00396.parquet,186,76258
1493p025-14096,296,train-00296-of-00396.parquet,194,76266
1493p025-14171,296,train-00296-of-00396.parquet,198,76270
1493p025-14359,296,train-00296-of-00396.parquet,206,76278
1493p025-14651,296,train-00296-of-00396.parquet,212,76284
1493p025-15670,296,train-00296-of-00396.parquet,247,76319
1493p025-15851,296,train-00296-of-00396.parquet,248,76320
1493p025-15971,296,train-00296-of-00396.parquet,251,76323
1493p025-16323,296,train-00296-of-00396.parquet,254,76326
1493p025-16798,297,train-00297-of-00396.parquet,2,76331
1493p025-17041,297,train-00297-of-00396.parquet,4,76333
1493p025-17120,297,train-00297-of-00396.parquet,6,76335
1493p025-17476,297,train-00297-of-00396.parquet,17,76346
1493p025-17863,297,train-00297-of-00396.parquet,26,76355
1493p025-18475,297,train-00297-of-00396.parquet,37,76366
1493p025-18756,297,train-00297-of-00396.parquet,43,76372
1493p027-11221,297,train-00297-of-00396.parquet,52,76381
1493p027-13921,297,train-00297-of-00396.parquet,64,76393
1493p027-14076,297,train-00297-of-00396.parquet,65,76394
1493p027-14540,297,train-00297-of-00396.parquet,71,76400
1493p027-16716,297,train-00297-of-00396.parquet,83,76412
1496p017-12796,297,train-00297-of-00396.parquet,89,76418
1496p017-13197,297,train-00297-of-00396.parquet,91,76420
1496p020-3427,297,train-00297-of-00396.parquet,127,76456
1496p020-5892,297,train-00297-of-00396.parquet,150,76479
1496p020-6170,297,train-00297-of-00396.parquet,151,76480
1496p020-8185,297,train-00297-of-00396.parquet,160,76489
1496p020-9222,297,train-00297-of-00396.parquet,162,76491
1496p020-9710,297,train-00297-of-00396.parquet,166,76495
1496p020-10880,297,train-00297-of-00396.parquet,173,76502
1496p020-11298,297,train-00297-of-00396.parquet,177,76506
1496p020-11483,297,train-00297-of-00396.parquet,180,76509
1496p020-12926,297,train-00297-of-00396.parquet,195,76524
1496p020-13708,297,train-00297-of-00396.parquet,201,76530
1496p020-14194,297,train-00297-of-00396.parquet,202,76531
1496p020-14574,297,train-00297-of-00396.parquet,207,76536
1496p020-14954,297,train-00297-of-00396.parquet,211,76540
1496p020-14981,297,train-00297-of-00396.parquet,214,76543
1496p020-15064,297,train-00297-of-00396.parquet,215,76544
1496p020-15085,297,train-00297-of-00396.parquet,216,76545
1496p020-15106,297,train-00297-of-00396.parquet,217,76546
1496p020-15241,297,train-00297-of-00396.parquet,218,76547
1496p020-17554,297,train-00297-of-00396.parquet,246,76575
1496p020-17907,297,train-00297-of-00396.parquet,254,76583
1496p020-18815,298,train-00298-of-00396.parquet,3,76589
1496p020-19068,298,train-00298-of-00396.parquet,7,76593
1496p020-19071,298,train-00298-of-00396.parquet,8,76594
1496p022-1116,298,train-00298-of-00396.parquet,37,76623
1496p022-1576,298,train-00298-of-00396.parquet,41,76627
1496p022-2169,298,train-00298-of-00396.parquet,46,76632
1496p022-3416,298,train-00298-of-00396.parquet,66,76652
1496p022-4667,298,train-00298-of-00396.parquet,78,76664
1496p022-5082,298,train-00298-of-00396.parquet,85,76671
1496p022-5415,298,train-00298-of-00396.parquet,86,76672
1496p022-5953,298,train-00298-of-00396.parquet,92,76678
1496p022-6905,298,train-00298-of-00396.parquet,98,76684
